Designator,Mid X,Mid Y,Layer,Rotation
LED1,26.00,-70.50,Top,180.0
LED2,22.00,-70.50,Top,180.0
LED3,18.00,-70.50,Top,180.0
LED4,14.00,-70.50,Top,180.0
LED5,10.00,-70.50,Top,180.0
LED6, 6.00,-70.50,Top,180.0
LED7, 2.00,-70.50,Top,180.0
LED8,-2.00,-70.50,Top,180.0
LED9,-6.00,-70.50,Top,180.0
LED10,-10.00,-70.50,Top,180.0
LED11,-14.00,-70.50,Top,180.0
LED12,-18.00,-70.50,Top,180.0
LED13,-22.00,-70.50,Top,180.0
LED14,-26.00,-70.50,Top,180.0
Q2,42.00,-29.00,Top,0.0
